"ServerName","ID","Domain","ServerName","","Priority","FindingsGroup","Finding","DatabaseName","URL","Details","CheckID"
"MSI","24099","","MSI","2026-03-15 20:13:50 +13:00","150","Performance","Foreign Keys Not Trusted","PBIReportServerTempDB","https://www.brentozar.com/go/trust","The [PBIReportServerTempDB] database has foreign keys that were probably disabled, data was changed, and then the key was enabled again.  Simply enabling the key is not enough for the optimizer to use this key - we have to alter the table using the WITH CHECK CHECK CONSTRAINT parameter.","48"
"MSI","24100","","MSI","2026-03-15 20:13:50 +13:00","150","Performance","Queries Forcing Join Hints","","https://www.brentozar.com/go/hints","5841 instances of join hinting have been recorded since restart.  This means queries are bossing the SQL Server optimizer around, and if they don't know what they're doing, this can cause more harm than good.  This can also explain why DBA tuning efforts aren't working.","45"
"MSI","24101","","MSI","2026-03-15 20:13:50 +13:00","150","Performance","Queries Forcing Order Hints","","https://www.brentozar.com/go/hints","5841 instances of order hinting have been recorded since restart.  This means queries are bossing the SQL Server optimizer around, and if they don't know what they're doing, this can cause more harm than good.  This can also explain why DBA tuning efforts aren't working.","44"
"MSI","24102","","MSI","2026-03-15 20:13:50 +13:00","150","Performance","Stats Updated Asynchronously","LXLCloudGateway","https://www.brentozar.com/go/asyncstats","Database [LXLCloudGateway] has auto-update-stats-async enabled.  When SQL Server gets a query for a table with out-of-date statistics, it will run the query with the stats it has - while updating stats to make later queries better. The initial run of the query may suffer, though.","17"
"MSI","24103","","MSI","2026-03-15 20:13:50 +13:00","150","Performance","Stats Updated Asynchronously","PerformanceMonitor","https://www.brentozar.com/go/asyncstats","Database [PerformanceMonitor] has auto-update-stats-async enabled.  When SQL Server gets a query for a table with out-of-date statistics, it will run the query with the stats it has - while updating stats to make later queries better. The initial run of the query may suffer, though.","17"
"MSI","24104","","MSI","2026-03-15 20:13:50 +13:00","150","Performance","Triggers on Tables","PBIReportServer","https://www.brentozar.com/go/trig","The [PBIReportServer] database has 7 triggers.","32"
"MSI","24105","","MSI","2026-03-15 20:13:50 +13:00","150","Performance","Triggers on Tables","SQLWATCH","https://www.brentozar.com/go/trig","The [SQLWATCH] database has 39 triggers.","32"
"MSI","24106","","MSI","2026-03-15 20:13:50 +13:00","170","File Configuration","System Database on C Drive","master","https://www.brentozar.com/go/cdrive","The master database has a file on the C drive.  Putting system databases on the C drive runs the risk of crashing the server when it runs out of space.","24"
"MSI","24107","","MSI","2026-03-15 20:13:50 +13:00","170","File Configuration","System Database on C Drive","model","https://www.brentozar.com/go/cdrive","The model database has a file on the C drive.  Putting system databases on the C drive runs the risk of crashing the server when it runs out of space.","24"
"MSI","24108","","MSI","2026-03-15 20:13:50 +13:00","170","File Configuration","System Database on C Drive","msdb","https://www.brentozar.com/go/cdrive","The msdb database has a file on the C drive.  Putting system databases on the C drive runs the risk of crashing the server when it runs out of space.","24"
"MSI","24109","","MSI","2026-03-15 20:13:50 +13:00","200","Backup","MSDB Backup History Not Purged","msdb","https://www.brentozar.com/go/history","Database backup history retained back to Dec 17 2025 12:15PM","3"
"MSI","24110","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Agent Jobs Starting Simultaneously","","https://www.brentozar.com/go/busyagent/","Multiple SQL Server Agent jobs are configured to start simultaneously. For detailed schedule listings, see the query in the URL.","123"
"MSI","24111","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Collation is Latin1_General_100_CI_AS_KS_WS","PBIReportServer","https://www.brentozar.com/go/collate","Collation differences between user databases and tempdb can cause conflicts especially when comparing string values","76"
"MSI","24112","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Collation is Latin1_General_100_CI_AS_KS_WS","PBIReportServerTempDB","https://www.brentozar.com/go/collate","Collation differences between user databases and tempdb can cause conflicts especially when comparing string values","76"
"MSI","24113","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Collation is Latin1_General_CI_AS","Capitec_PowerBI","https://www.brentozar.com/go/collate","Collation differences between user databases and tempdb can cause conflicts especially when comparing string values","76"
"MSI","24114","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Collation is Latin1_General_CI_AS","LXLCloudGateway","https://www.brentozar.com/go/collate","Collation differences between user databases and tempdb can cause conflicts especially when comparing string values","76"
"MSI","24115","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Collation is Latin1_General_CI_AS","SQLWATCH","https://www.brentozar.com/go/collate","Collation differences between user databases and tempdb can cause conflicts especially when comparing string values","76"
"MSI","24116","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Recommended Trace Flag Off","","https://www.sqlskills.com/blogs/erin/query-store-trace-flags/","Trace Flag 7745 not enabled globally. It makes shutdowns/failovers quicker by not waiting for Query Store to flush to disk. It is recommended, but it loses you the non-flushed Query Store data.","74"
"MSI","24117","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The BlitzCheckTable table in the master database was created by end users on Feb 24 2026  7:10PM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24118","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The DBA_SYS_DATABASE_FILES table in the master database was created by end users on Jul 10 2025  1:25PM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24119","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The DBA_SYS_DATABASES table in the master database was created by end users on Jul 10 2025  1:25PM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24120","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The DBA_SYS_TRACEFLAGS table in the master database was created by end users on Jul 10 2025  1:25PM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24121","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The dbachecksChecks table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24122","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The dbachecksResults table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24123","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The LicensingRates table in the master database was created by end users on Feb 24 2026  7:41PM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24124","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqldba_sp_Blitz_output table in the master database was created by end users on Oct 30 2025 10:18AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24125","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqldba_sp_triage®_output table in the master database was created by end users on Oct 30 2025 10:22AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24126","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqldba_stpSecurity_Checklist_Table table in the master database was created by end users on Nov 18 2025  9:10AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24127","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_app_log table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24128","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_app_version table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24129","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24130","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_action table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24131","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_activated_procedures table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24132","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_baseline table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24133","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_check table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24134","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_check_action table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24135","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_check_action_template table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24136","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_check_template table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24137","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_check_template_action table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24138","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_exclude_database table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24139","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_exclude_procedure table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24140","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_exclude_wait_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24141","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_exclude_xes_long_query table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24142","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_include_errorlog_keywords table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24143","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_include_index_histogram table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24144","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_performance_counters table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24145","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_report table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24146","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_report_action table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24147","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_report_style table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24148","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_snapshot_type table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24149","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_sql_instance table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24150","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_config_wait_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24151","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_agent_job_history table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24152","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_check table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24153","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_check_action table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24154","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_disk_utilisation_database table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24155","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_disk_utilisation_table table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24156","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_disk_utilisation_volume table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24157","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_dm_exec_requests_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24158","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_dm_exec_sessions_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24159","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_errorlog table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24160","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_hadr_database_replica_states table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24161","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_index_histogram table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24162","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_index_missing_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24163","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_index_usage_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24164","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_file_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24165","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_os_memory_clerks table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24166","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_os_performance_counters table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24167","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_os_process_memory table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24168","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_os_schedulers table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24169","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_os_wait_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24170","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_procedure_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24171","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_perf_query_stats table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24172","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_report_action table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24173","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_snapshot_header table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24174","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_system_configuration table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24175","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_whoisactive table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24176","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_xes_blockers table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24177","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_xes_iosubsystem table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24178","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_xes_long_queries table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24179","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_xes_query_problems table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24180","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_xes_query_processing table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24181","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_logger_xes_wait_event table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24182","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_action_queue table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24183","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_agent_job table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24184","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_agent_job_step table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24185","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_baseline table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24186","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_check table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24187","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_database table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24188","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_errorlog_attribute table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24189","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_errorlog_keyword table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24190","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_errorlog_text table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24191","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_index table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24192","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_index_missing table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24193","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_master_file table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24194","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_memory_clerk table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24195","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_os_volume table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24196","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_performance_counter table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24197","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_performance_counter_instance table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24198","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_procedure table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24199","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_program_name table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24200","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_query_plan table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24201","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_query_plan_hash table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
"MSI","24202","","MSI","2026-03-15 20:13:50 +13:00","200","Informational","Tables in the Master Database","master","https://www.brentozar.com/go/mastuser","The sqlwatch_meta_report table in the master database was created by end users on Feb 11 2026  3:59AM. Tables in the master database may not be restored in the event of a disaster.","27"
